3720.503839,3976.387500
3927.884747,3863.186250
3843.377711,3827.685000
3821.811646,3690.991250
3709.199167,3612.162500
3633.612833,3772.847500
3778.493183,3753.435000
3742.136391,3920.991250
3906.537239,3939.515000
3927.019227,4220.280000
4219.648761,4062.203750
4060.427019,4207.825000
4233.200379,4300.551250
4321.104972,4414.177500
4436.727992,4424.472500
4438.917805,4307.555000
4341.720821,4186.783740
4229.283477,4325.236250
4364.065365,4370.168750
4383.195421,4446.172490
4448.227249,4624.348750
4625.686648,4789.301250
4794.088984,4741.708750
4752.239110,4858.604990
4888.685383,5728.547500
5748.915050,5666.978750
5652.316537,5779.073750
5812.291849,5607.010000
5686.887340,5643.553750
5754.369176,5495.038750
5568.898561,5627.086250
5692.690010,5686.526250
5720.943663,6098.115000
6119.218179,5949.078750
5956.021338,5969.795000
6009.468960,5649.005000
5704.638999,5550.858750
5618.872316,5776.878750
5814.118186,5923.706250
5924.751025,5737.102500
5726.725134,5741.722500
5761.113289,6151.325000
6171.932510,6130.563750
6123.793373,6424.515000
6422.933274,6879.365000
6885.082437,7199.237500
7207.724381,7210.468750
7237.024470,7376.742500
7452.252672,7231.930000
7321.959855,7123.893750
7219.737899,7356.506250
7440.429157,7342.823750
7396.873100,7250.770000
7294.353610,6773.695000
6830.631072,6075.301250
6149.427619,5969.130000
6036.482178,6666.271250
6672.797266,6867.426250
6774.742323,7259.300000
7168.556951,7924.182500
7878.962953,7598.277500
7590.050637,7787.456250
7843.007431,7954.767500
8028.848491,7879.060000
7945.639511,8150.632500
8208.189843,8208.753750
8262.227439,8094.445000
8149.088697,8190.871250
8254.583000,8851.305000
8905.459956,9573.967500
9577.186815,9713.096250
9710.317959,10295.622500
10358.450759,10542.662500
10638.411207,9706.103750
9826.749406,10923.201250
11105.010481,10973.543750
11063.288067,11382.208750
11471.378337,11597.231250
11678.868137,12230.365000
12370.198755,13734.520000
13832.251671,16403.421250
16484.505601,15732.100000
15783.425611,13152.528750
13408.814672,16299.297500
16889.662200,16374.897500
16569.046879,16678.287490
16852.837787,16246.138750
16458.258763,17221.651250
17585.454799,17436.597500
17651.498316,19166.978740
19375.046151,18640.262500
18795.312131,18984.767500
19274.311315,16862.571250
17176.364762,16925.017500
17304.924610,14182.464990
14418.979933,14694.582500
14883.173736,14103.218750
14133.047040,13387.348750
13311.230089,14652.367500
14550.106986,15846.073750
15662.523342,14362.403750
14208.403498,14867.572500
14895.592445,13643.695000
13717.527816,13062.145000
13142.052781,13439.417500
13468.056154,13337.621250
13290.018056,14881.545000
14754.645013,15104.450000
14952.282186,14953.852500
14901.309492,16576.696250
16590.791752,16735.106250
16751.951782,15632.411250
15728.422942,15242.936250
15444.434941,14122.825000
14321.671966,13269.597500
13422.695127,13633.363750
13711.088751,14165.906250
14127.012178,14217.362500
