637.197228,621.372990
624.582266,601.227000
603.462994,555.926000
557.222007,578.523740
579.240921,570.338750
565.563107,574.873750
569.403492,588.516250
585.920514,589.661250
590.119775,586.715000
587.682374,585.238750
589.380157,594.816250
598.011930,581.962500
582.682934,584.873750
586.461035,581.650000
582.619384,571.962500
572.276664,567.607490
568.103728,575.541250
576.221687,572.372490
571.098829,573.016250
572.717005,573.080000
574.060751,581.353750
582.349161,579.667500
579.828579,585.507500
586.767151,577.987490
579.330408,574.582500
576.663469,575.062500
576.571054,575.342500
575.901957,568.788750
568.543902,574.497490
575.164927,571.941250
572.010964,573.781250
574.029457,572.960000
573.598783,570.100000
571.309765,572.521250
573.478393,596.453750
596.782136,606.052500
604.378131,604.465000
604.625971,609.432500
612.968356,613.674990
617.436252,623.600000
625.315926,620.598750
621.662406,622.033750
623.935877,604.827500
606.720534,607.036250
609.528229,606.885000
607.242402,606.897500
606.068283,605.521250
604.708562,606.046250
606.706526,605.080000
605.609589,609.372490
610.251091,606.717500
607.453712,595.933750
597.293463,596.225000
598.235037,595.017500
595.901456,602.407500
601.871619,601.368750
600.517852,598.907500
599.470632,605.017500
606.301084,602.885000
603.926650,603.581240
604.574544,604.521250
605.830587,610.583750
611.544571,613.237490
613.358312,611.888740
612.683326,609.495000
611.074657,608.125000
609.928153,610.570000
611.656683,610.233750
610.599641,617.445000
617.719453,614.596250
614.782715,615.916250
617.015993,618.327500
619.673471,637.216240
638.034776,637.736250
637.100273,635.883750
637.290300,638.975000
641.990575,638.605000
641.104517,636.635000
637.794985,637.016250
638.362503,634.605000
635.438646,626.368750
626.982296,629.612490
630.681366,630.618750
630.783837,650.895000
650.152350,647.693750
646.498372,652.235000
653.725087,657.056250
659.647323,684.377500
686.431571,684.297500
683.809027,700.135000
702.252001,704.910000
707.687548,693.896250
697.330410,708.955000
712.517813,725.692500
727.360002,741.848750
740.496971,701.218750
702.024215,702.175000
708.912106,705.478750
708.963274,705.471250
704.126322,706.133750
703.863630,728.361250
728.441984,719.252500
717.911109,714.571250
716.585167,715.772500
719.876006,694.721250
697.582747,704.621250
706.380785,711.396250
711.190155,710.927500
708.954358,745.926250
744.728279,738.665000
738.173062,748.807500
751.074340,752.552500
756.769138,730.365000
734.851622,734.840000
738.618917,745.978750
747.885142,739.818750
737.976402,730.312500
729.910091,737.402500
739.688745,727.445000
728.000877,731.900000
732.477993,731.126250
731.918625,731.640000
732.346308,744.102500
744.283074,766.592500
766.582645,769.915000
769.204596,764.357500
766.854561,760.100000
765.303199,754.826250
759.110777,758.353750
760.137270,763.236250
763.188038,766.872500
766.029532,773.282500
773.022823,765.952500
767.006587,769.827500
772.287811,774.386250
776.363869,778.356250
779.339110,776.982500
777.751499,776.415000
778.352603,786.972500
788.529676,789.246250
789.711074,791.000000
791.890980,789.232500
791.212495,805.796250
807.903228,842.638750
842.243549,910.932500
908.065435,910.247500
907.876131,870.131250
877.954044,905.456250
920.595485,900.366250
906.438315,948.898750
947.678742,971.645000
968.306717,954.843750
955.847415,952.455000
957.945662,964.325000
972.649150,1009.973750
1011.357668,1028.333750
1025.045442,1047.099990
1047.877460,1140.385000
1144.132929,985.938750
989.847292,837.836250
855.704644,923.523750
946.631400,889.338750
877.794337,905.226250
885.177693,910.606250
901.232462,772.661250
776.711892,784.893750
794.447123,820.688750
822.519317,821.196250
811.244466,830.740000
820.582335,848.581250
850.674538,890.293750
891.164950,888.062500
888.285654,896.163750
903.369184,920.588750
927.730903,934.777500
938.615033,920.365000
922.486907,912.212500
918.112229,898.550000
903.326449,901.050000
903.199810,912.843750
911.245734,919.795000
917.376786,920.828750
919.545859,916.911250
919.010351,921.351250
924.871104,973.065000
