7831.644273,8040.881250,209.236977
7981.093389,8083.573750,102.480361
8091.242808,8160.412500,69.169692
8221.813084,8030.570000,-191.243084
8123.445259,7937.610000,-185.835259
8055.439733,8188.718750,133.279017
8221.716781,8333.813740,112.096959
8369.829141,8866.670000,496.840859
8854.664279,8830.058750,-24.605529
8833.238556,8868.161240,34.922684
8903.275807,9191.820000,288.544193
9261.378290,9373.302500,111.924210
9411.071287,8807.515000,-603.556287
8890.534420,9153.641250,263.106830
9201.981274,9144.383750,-57.597524
9196.754026,9444.142500,247.388474
9465.212898,9268.717500,-196.495398
9284.364585,8949.876240,-334.488345
8964.369887,9029.478750,65.108863
9116.525750,9228.852500,112.326750
9219.801627,9572.698750,352.897123
9607.980771,9817.597500,209.616729
9755.613587,9845.543750,89.930163
9879.907949,9326.761250,-553.146699
9362.924254,9424.991240,62.066986
9533.449093,9039.028750,-494.420343
9083.130418,9327.049990,243.919572
9384.052197,8920.256250,-463.795947
8900.879651,8408.358750,-492.520901
8434.240804,8442.238750,7.997946
8469.948404,8398.862490,-71.085914
8380.986054,8711.388750,330.402696
8709.696848,8159.256250,-550.440598
8097.921325,8360.228750,262.307425
8387.535753,7996.821250,-390.714503
7992.816129,8237.342500,244.526371
8269.762367,8250.395000,-19.367367
8235.361711,8493.131250,257.769539
8467.926392,8324.025000,-143.901392
8339.287990,7951.513750,-387.774240
7959.024355,7614.963750,-344.060605
7697.379761,7599.952500,-97.427261
7615.063210,7436.835000,-178.228210
7472.189802,7296.796250,-175.393552
7259.799745,7383.217500,123.417755
7379.182696,7118.423750,-260.758946
7082.225198,7491.611250,409.386052
7504.049505,7363.276250,-140.773255
7318.650189,7448.482740,129.832551
7469.678949,7490.621250,20.942301
7481.293356,7518.333329,37.039973
7540.460875,7630.403388,89.942513
7657.308876,7716.145068,58.836192
7719.422542,7505.589277,-213.833265
7543.447144,7624.187971,80.740827
7648.040675,6780.340803,-867.699872
6828.501683,6525.329182,-303.172501
6583.483620,6321.655965,-261.827655
6346.855324,6601.324158,254.468834
6579.390140,6397.441170,-181.948970
6355.866041,6529.544015,173.677974
6460.576355,6482.868697,22.292342
6478.496004,6711.649670,233.153666
6685.938738,6731.710147,45.771409
6758.567264,6736.867721,-21.699543
6716.928880,6729.925937,12.997057
6784.472163,6099.445277,-685.026886
6113.493989,6198.700824,85.206835
6277.924980,6142.392570,-135.532410
6127.213255,6244.328455,117.115200
6260.281903,6148.422705,-111.859198
6104.651038,6140.191500,35.540462
6133.929952,5954.526582,-179.403370
5954.454952,6189.309252,234.854300
6195.752271,6343.892200,148.139929
6330.252208,6373.277854,43.025646
6359.272132,6629.749595,270.477463
6629.040220,6482.830594,-146.209626
