Date,Close,Open,High,Low
2013-11-04T05:00:00.000Z,210.3075,200.543,211.17133,200.296
2013-11-05T05:00:00.000Z,225.02,210.3075,227.02833,209.23333
2013-11-06T05:00:00.000Z,248.25333,225.02,248.32116,221.84833
2013-11-07T05:00:00.000Z,262.32666,248.25333,262.67166,242.95166
2013-11-08T05:00:00.000Z,294.48699,262.32666,294.48749,260.45166
2013-11-09T05:00:00.000Z,331.10325,294.48699,343.67975,293.48749
2013-11-10T05:00:00.000Z,285.8875,331.10325,355.2275,277.25275
2013-11-11T05:00:00.000Z,304.97974,285.8875,323.27249,260.70325
2013-11-12T05:00:00.000Z,338.137,304.97974,339.795,303.6505
2013-11-13T05:00:00.000Z,357.48,338.137,358.94999,336.30775
2013-11-14T05:00:00.000Z,402.954,357.48,409.51,350.20999
2013-11-15T05:00:00.000Z,409.10375,402.954,415.93975,383.5775
2013-11-16T05:00:00.000Z,420.21649,409.10375,427.90425,386.565
2013-11-17T05:00:00.000Z,437.29725,420.21649,437.9695,415.1975
2013-11-18T05:00:00.000Z,510.6025,437.29725,512.16999,436.13324
2013-11-19T05:00:00.000Z,693.65,510.6025,781.82624,491.585
2013-11-20T05:00:00.000Z,531.54249,693.65,716.825,394.90624
2013-11-21T05:00:00.000Z,574.71599,531.54249,580.11375,428.9815
2013-11-22T05:00:00.000Z,681.33,574.71599,705.49725,570.78025
2013-11-23T05:00:00.000Z,774.18,681.33,775.6525,651.89599
2013-11-24T05:00:00.000Z,746.19374,774.18,823.41525,691.6925
2013-11-25T05:00:00.000Z,768.8475,746.19374,787.2475,707.75149
2013-11-26T05:00:00.000Z,789.36475,768.8475,793.71424,739.8375
2013-11-27T05:00:00.000Z,893.1815,789.36475,904.585,787.19
2013-11-28T05:00:00.000Z,934.355,893.1815,965.2525,870.38525
2013-11-29T05:00:00.000Z,1068.363,934.355,1084.9466,912.931
2013-11-30T05:00:00.000Z,1154.92593,1068.363,1157.49894,1028.22683
2013-12-01T05:00:00.000Z,1099.51926,1154.92593,1156.02831,1099.2065
2013-12-02T05:00:00.000Z,1019.78966,1099.51926,1099.70754,783.68616
2013-12-03T05:00:00.000Z,1028.845,1019.78966,1049.67916,929.95483
2013-12-04T05:00:00.000Z,1071.2848,1028.845,1092.83331,1021.177
2013-12-05T05:00:00.000Z,1139.33083,1071.2848,1151.29749,1066.87277
2013-12-06T05:00:00.000Z,1004.61633,1139.33083,1144.36916,870.3838
2013-12-07T05:00:00.000Z,759.43041,1004.61633,1038.55,656.87499
2013-12-08T05:00:00.000Z,689.81,759.43041,826.32766,558.08333
2013-12-09T05:00:00.000Z,841.83966,689.81,845.85092,682.71342
2013-12-10T05:00:00.000Z,916.77599,841.83966,948.68183,809.91748
2013-12-11T05:00:00.000Z,967.42866,916.77599,1004.93666,900.68016
2013-12-12T05:00:00.000Z,866.29003,967.42866,975.62383,832.22683
2013-12-13T05:00:00.000Z,911.23204,866.29003,919.30033,843.4055
2013-12-14T05:00:00.000Z,889.81946,911.23204,933.17016,859.44999
2013-12-15T05:00:00.000Z,848.9975,889.81946,897.30915,848.25583
2013-12-16T05:00:00.000Z,868.95316,848.9975,886.23583,819.43828
2013-12-17T05:00:00.000Z,653.80483,868.95316,876.21516,636.15056
2013-12-18T05:00:00.000Z,654.06266,653.80483,757.02366,647.62209
2013-12-19T05:00:00.000Z,553.69166,654.06266,654.06266,422.497
2013-12-20T05:00:00.000Z,693.05883,553.69166,710.3255,545.53966
2013-12-21T05:00:00.000Z,649.38965,693.05883,733.23666,598.06131
2013-12-22T05:00:00.000Z,595.95883,649.38965,651.8435,580.72816
2013-12-23T05:00:00.000Z,647.68316,595.95883,671.59166,594.36595
2013-12-24T05:00:00.000Z,671.58116,647.68316,685.3675,632.5431
2013-12-25T05:00:00.000Z,659.84333,671.58116,675.614,645.78333
2013-12-26T05:00:00.000Z,702.00083,659.84333,720.22498,651.53
2013-12-27T05:00:00.000Z,758.01016,702.00083,780.93666,698.07
2013-12-28T05:00:00.000Z,734.01166,758.01016,772.90666,723.98666
2013-12-29T05:00:00.000Z,717.92623,734.01166,753.83333,705.1025
2013-12-30T05:00:00.000Z,752.82022,717.92623,759.6362,713.751
2013-12-31T05:00:00.000Z,744.17249,752.82022,763.83,743.7
2014-01-01T05:00:00.000Z,768.40783,744.17249,772.959,733.19433
2014-01-02T05:00:00.000Z,769.09849,768.40783,774.26333,750.52516
2014-01-03T05:00:00.000Z,804.02719,769.09849,826.34166,768.15367
2014-01-04T05:00:00.000Z,813.31748,804.02719,839.85833,798.11833
2014-01-05T05:00:00.000Z,871.11583,813.31748,873.98,808.71666
2014-01-06T05:00:00.000Z,970.65083,871.11583,972.00354,861.25831
2014-01-07T05:00:00.000Z,962.46447,970.65083,1023.16666,914.76666
2014-01-08T05:00:00.000Z,855.75933,962.46447,970.22516,788.70166
2014-01-09T05:00:00.000Z,860.84166,855.75933,886.02916,822.32296
2014-01-10T05:00:00.000Z,847.5325,860.84166,880.64166,814.17054
2014-01-11T05:00:00.000Z,892.26115,847.5325,902.035,837.57458
2014-01-12T05:00:00.000Z,916.69666,892.26115,940.495,876.57666
2014-01-13T05:00:00.000Z,873.27168,916.69666,920.71733,857.73833
2014-01-14T05:00:00.000Z,863.69888,873.27168,873.27168,821.00333
2014-01-15T05:00:00.000Z,853.25666,863.69888,871.11385,839.125
2014-01-16T05:00:00.000Z,874.07416,853.25666,888.88519,853.25666
2014-01-17T05:00:00.000Z,842.19173,874.07416,879.62999,841.27916
2014-01-18T05:00:00.000Z,834.86666,842.19173,854.32827,810.22333
2014-01-19T05:00:00.000Z,838.42916,834.86666,850.56666,834.08333
2014-01-20T05:00:00.000Z,881.87583,838.42916,885.16166,834.77499
2014-01-21T05:00:00.000Z,873.28916,881.87583,882.45166,857.84584
2014-01-22T05:00:00.000Z,874.13266,873.28916,876.14065,861.77833
2014-01-23T05:00:00.000Z,864.56116,874.13266,874.13266,854.05916
2014-01-24T05:00:00.000Z,838.14997,864.56116,866.45964,834.99822
2014-01-25T05:00:00.000Z,834.57416,838.14997,838.26,810.64042
2014-01-26T05:00:00.000Z,858.12641,834.57416,876.24165,833.72638
2014-01-27T05:00:00.000Z,887.08337,858.12641,899.2283,851.74833
2014-01-28T05:00:00.000Z,830.53133,887.08337,887.37698,800.03833
2014-01-29T05:00:00.000Z,832.89496,830.53133,860.24269,798.18333
2014-01-30T05:00:00.000Z,832.87399,832.89496,846.92594,832.25583
2014-01-31T05:00:00.000Z,841.48914,832.87399,855.86653,816.05635
2014-02-01T05:00:00.000Z,847.36383,841.48914,852.3975,839.53166
2014-02-02T05:00:00.000Z,854.7225,847.36383,869.4796,843.35344
2014-02-03T05:00:00.000Z,856.03366,854.7225,882.43124,850.30816
2014-02-04T05:00:00.000Z,847.70697,856.03366,856.03366,842.73749
2014-02-05T05:00:00.000Z,844.28836,847.70697,852.26152,839.72962
2014-02-06T05:00:00.000Z,802.75333,844.28836,846.35105,793.63344
2014-02-07T05:00:00.000Z,748.43559,802.75333,815.79724,738.61499
2014-02-08T05:00:00.000Z,692.66914,748.43559,758.33833,658.83333
2014-02-09T05:00:00.000Z,668.86463,692.66914,721.64138,657.87721
2014-02-10T05:00:00.000Z,700.44843,668.86463,711.97109,662.74428
2014-02-11T05:00:00.000Z,694.3125,700.44843,702.36822,535.55166
2014-02-12T05:00:00.000Z,665.7975,694.3125,710.6525,635.23249
2014-02-13T05:00:00.000Z,645.615,665.7975,671.9975,633.395
2014-02-14T05:00:00.000Z,578.4125,645.615,653.355,532.3125
2014-02-15T05:00:00.000Z,641.91,578.4125,696.75,553.075
2014-02-16T05:00:00.000Z,656.2725,641.91,657.99749,626.80499
2014-02-17T05:00:00.000Z,611.04499,656.2725,657.2725,576.025
2014-02-18T05:00:00.000Z,634.99,611.04499,653.75,603.0675
2014-02-19T05:00:00.000Z,618.79,634.99,641.37249,607.9425
2014-02-20T05:00:00.000Z,619.8425,618.79,625.4225,612.5025
2014-02-21T05:00:00.000Z,545.7625,619.8425,620.84,525.0725
2014-02-22T05:00:00.000Z,561.535,545.7625,581.24,538.12249
2014-02-23T05:00:00.000Z,622.22,561.535,622.22,554.3525
2014-02-24T05:00:00.000Z,572.7675,622.22,637.5025,567.5
2014-02-25T05:00:00.000Z,501.155,572.7675,583.135,492.8925
2014-02-26T05:00:00.000Z,550.6025,501.155,562.54499,418.755
2014-02-27T05:00:00.000Z,573.1025,550.6025,599.505,548.98749
2014-02-28T05:00:00.000Z,567.2925,573.1025,583.7825,558.2225
2014-03-01T05:00:00.000Z,551.73,567.2925,570.7875,535.87
2014-03-02T05:00:00.000Z,560.195,551.73,570.0025,548.7825
2014-03-03T05:00:00.000Z,567.7,560.195,568.275,550.74749
2014-03-04T05:00:00.000Z,666.1475,567.7,681.615,562.3025
2014-03-05T05:00:00.000Z,660.84,666.1475,698.05,653.525
2014-03-06T05:00:00.000Z,662.0225,660.84,666.3275,643.525
2014-03-07T05:00:00.000Z,651.285,662.0225,663.74,644.345
2014-03-08T05:00:00.000Z,612.33,651.285,653.98249,611.02
2014-03-09T05:00:00.000Z,611.1625,612.33,626.25,600.99249
2014-03-10T04:00:00.000Z,637.615,611.1625,644.8825,610.0675
2014-03-11T04:00:00.000Z,626,637.615,642.5275,610.995
2014-03-12T04:00:00.000Z,633.74749,626,645.75,615.2725
2014-03-13T04:00:00.000Z,631.755,633.74749,639.5375,627.3925
2014-03-14T04:00:00.000Z,636.41414,631.755,641.66999,631.315
2014-03-15T04:00:00.000Z,628.18751,636.41414,636.75668,624.77166
2014-03-16T04:00:00.000Z,632.95333,628.18751,636,625.54183
2014-03-17T04:00:00.000Z,630.34833,632.95333,635.24333,627.48
2014-03-18T04:00:00.000Z,617.24333,630.34833,630.77666,616.17333
2014-03-19T04:00:00.000Z,616.86665,617.24333,621.47168,599.75998
2014-03-20T04:00:00.000Z,601.015,616.86665,621.18353,601.00996
2014-03-21T04:00:00.000Z,581.33333,601.015,604.52831,579.55331
2014-03-22T04:00:00.000Z,570.36168,581.33333,605.15331,563.46166
2014-03-23T04:00:00.000Z,562.95333,570.36168,571.86663,550.60331
2014-03-24T04:00:00.000Z,557.16833,562.95333,570.33081,551.16331
2014-03-25T04:00:00.000Z,573.34998,557.16833,587.98666,552.12997
2014-03-26T04:00:00.000Z,572.49161,573.34998,585.57499,570.43831
2014-03-27T04:00:00.000Z,570.54833,572.49161,589.95497,561.61165
2014-03-28T04:00:00.000Z,509.70665,570.54833,571.57667,471.01833
2014-03-29T04:00:00.000Z,499.24998,509.70665,525.16333,487.16333
2014-03-30T04:00:00.000Z,486.80845,499.24998,504.21231,483.5116
2014-03-31T04:00:00.000Z,472.4783,486.80845,486.80845,443.26166
2014-04-01T04:00:00.000Z,464.88,472.4783,472.4783,442.19166
2014-04-02T04:00:00.000Z,480.16581,464.88,500.64066,459.6783
2014-04-03T04:00:00.000Z,427.87498,480.16581,494.98333,419.705
2014-04-04T04:00:00.000Z,432.99716,427.87498,456.34863,414.41333
2014-04-05T04:00:00.000Z,453.87148,432.99716,455.99333,428.63
2014-04-06T04:00:00.000Z,462.445,453.87148,465.63773,444.13629
2014-04-07T04:00:00.000Z,456.46948,462.445,466.475,450.80566
2014-04-08T04:00:00.000Z,452.81,456.46948,458.925,443.71861
2014-04-09T04:00:00.000Z,450.48083,452.81,456.88188,446.71668
2014-04-10T04:00:00.000Z,426.98333,450.48083,453.06422,423.82189
2014-04-11T04:00:00.000Z,374.59166,426.98333,427.5385,344.22166
2014-04-12T04:00:00.000Z,438.24666,374.59166,438.24666,374.59166
2014-04-13T04:00:00.000Z,423.51566,438.24666,438.91098,413.08833
2014-04-14T04:00:00.000Z,409.03166,423.51566,425.68516,394.1018
2014-04-15T04:00:00.000Z,455.28316,409.03166,470.95333,406.85585
2014-04-16T04:00:00.000Z,517.09666,455.28316,524.80583,454.18166
2014-04-17T04:00:00.000Z,522.455,517.09666,543.31749,493.08333
2014-04-18T04:00:00.000Z,490.8785,522.455,529.29783,481.45501
2014-04-19T04:00:00.000Z,469.38332,490.8785,497.77333,468.16166
2014-04-20T04:00:00.000Z,507.80663,469.38332,511.76836,467.81668
2014-04-21T04:00:00.000Z,505.09665,507.80663,510.83165,489.18038
2014-04-22T04:00:00.000Z,497.65001,505.09665,507.44998,488.875
2014-04-23T04:00:00.000Z,487.84,497.65001,498.59166,482.73666
2014-04-24T04:00:00.000Z,487.11333,487.84,489.32333,480.58666
2014-04-25T04:00:00.000Z,469.08816,487.11333,500.62333,468.98333
2014-04-26T04:00:00.000Z,448.77834,469.08816,472.48499,440.13883
2014-04-27T04:00:00.000Z,452.14829,448.77834,463.18666,448.50008
2014-04-28T04:00:00.000Z,426.78166,452.14829,457.45584,423.40166
2014-04-29T04:00:00.000Z,432.60498,426.78166,445.73085,421.07659
2014-04-30T04:00:00.000Z,444.85668,432.60498,449.08171,431.00828
2014-05-01T04:00:00.000Z,454.55666,444.85668,455.43,432.97666
2014-05-02T04:00:00.000Z,453.59833,454.55666,459.42666,447.27006
2014-05-03T04:00:00.000Z,441.97833,453.59833,453.59833,439.90333
2014-05-04T04:00:00.000Z,438.29035,441.97833,443.36661,428.51808
2014-05-05T04:00:00.000Z,432.78748,438.29035,438.44883,428.51836
2014-05-06T04:00:00.000Z,418.61831,432.78748,434.35831,418.55791
2014-05-07T04:00:00.000Z,428.42593,418.61831,431.33331,418.01666
2014-05-08T04:00:00.000Z,442.57666,428.42593,446.35999,423.11181
2014-05-09T04:00:00.000Z,439.04,442.57666,445.01666,434.30833
2014-05-10T04:00:00.000Z,449.04333,439.04,451.24499,438.06666
2014-05-11T04:00:00.000Z,449.74166,449.04333,453.54333,446.21333
2014-05-12T04:00:00.000Z,434.27,449.74166,450.04166,430.33333
2014-05-13T04:00:00.000Z,437,434.27,440.21333,431.515
2014-05-14T04:00:00.000Z,438.88,437,439.51833,433.13333
2014-05-15T04:00:00.000Z,445.045,438.88,445.89666,438.88
2014-05-16T04:00:00.000Z,443.18,445.045,447.74499,441.73333
2014-05-17T04:00:00.000Z,445.60666,443.18,447.15166,442.29
2014-05-18T04:00:00.000Z,445.15666,445.60666,446.48,443.78166
2014-05-19T04:00:00.000Z,444.73833,445.15666,446.18166,442.35
2014-05-20T04:00:00.000Z,455.65333,444.73833,458.23333,442.05333
2014-05-21T04:00:00.000Z,489.86999,455.65333,494.21,450.16333
2014-05-22T04:00:00.000Z,490.18666,489.86999,494.46166,487.63
2014-05-23T04:00:00.000Z,522.31,490.18666,535.09,487.815
2014-05-24T04:00:00.000Z,512.30833,522.31,543.095,511.97333
2014-05-25T04:00:00.000Z,533.92999,512.30833,535.725,511.69833
2014-05-26T04:00:00.000Z,579.59333,533.92999,589.945,533.13
2014-05-27T04:00:00.000Z,581.51,579.59333,589.78166,575.84
2014-05-28T04:00:00.000Z,572.44833,581.51,591.24166,549.62
2014-05-29T04:00:00.000Z,562.4,572.44833,576.55666,560.415
2014-05-30T04:00:00.000Z,571.845,562.4,573.27,556.28166
2014-05-31T04:00:00.000Z,612.12666,571.845,622.50666,566.69666
2014-06-01T04:00:00.000Z,638.16333,612.12666,638.94666,610.82499
2014-06-02T04:00:00.000Z,634.98333,638.16333,676.60333,620.585
2014-06-03T04:00:00.000Z,660.24666,634.98333,667.19333,610.99333
2014-06-04T04:00:00.000Z,627.79833,660.24666,675.73833,617.78666
2014-06-05T04:00:00.000Z,642.89166,627.79833,650.76333,624.965
2014-06-06T04:00:00.000Z,652.52666,642.89166,664.97833,639.42833
2014-06-07T04:00:00.000Z,648.60166,652.52666,657.94166,635.85166
2014-06-08T04:00:00.000Z,652.59166,648.60166,656.84666,646.63166
2014-06-09T04:00:00.000Z,652.11,652.59166,655.015,649.41333
2014-06-10T04:00:00.000Z,644.085,652.11,653.34666,637.57833
2014-06-11T04:00:00.000Z,642.00666,644.085,657.97,640.465
2014-06-12T04:00:00.000Z,632.55,642.00666,646.385,624.16166
2014-06-13T04:00:00.000Z,585.48333,632.55,633.66166,562.59
2014-06-14T04:00:00.000Z,588.52333,585.48333,613.465,584.635
2014-06-15T04:00:00.000Z,570.28833,588.52333,590.76166,541.19333
2014-06-16T04:00:00.000Z,589.06666,570.28833,593.54833,551.31
2014-06-17T04:00:00.000Z,592.25666,589.06666,606.82166,585.685
2014-06-18T04:00:00.000Z,610.41333,592.25666,613.99166,590.18833
2014-06-19T04:00:00.000Z,601.88666,610.41333,612.85666,599.72333
2014-06-20T04:00:00.000Z,594.09333,601.88666,605.93833,590.16999
2014-06-21T04:00:00.000Z,582.04499,594.09333,595.21666,581.18833
2014-06-22T04:00:00.000Z,599.57,582.04499,603.205,581.68666
2014-06-23T04:00:00.000Z,592.405,599.57,602.82833,591.495
2014-06-24T04:00:00.000Z,584.64166,592.405,593.255,580.84
2014-06-25T04:00:00.000Z,575.905,584.64166,588.78,570.47166
2014-06-26T04:00:00.000Z,571.76666,575.905,576.03166,558.58333
2014-06-27T04:00:00.000Z,582.43166,571.76666,584.16333,565.91833
2014-06-28T04:00:00.000Z,597.66833,582.43166,600.72,576.24833
2014-06-29T04:00:00.000Z,598.73333,597.66833,604.33833,591.205
2014-06-30T04:00:00.000Z,597.51333,598.73333,600.54166,588.98
2014-07-01T04:00:00.000Z,647.12249,597.51333,647.12249,597.04499
2014-07-02T04:00:00.000Z,637.85625,647.12249,654.76874,627.77125
2014-07-03T04:00:00.000Z,642.65125,637.85625,653.65875,635.17999
2014-07-04T04:00:00.000Z,643.95124,642.65125,646.88375,635.26625
2014-07-05T04:00:00.000Z,628.41625,643.95124,644.18125,625.80125
2014-07-06T04:00:00.000Z,631.03,628.41625,635.89874,624.50125
2014-07-07T04:00:00.000Z,631.29875,631.03,632.575,627.43125
2014-07-08T04:00:00.000Z,621.24249,631.29875,633.0625,612.2625
2014-07-09T04:00:00.000Z,620.72,621.24249,621.74749,616.19625
2014-07-10T04:00:00.000Z,621.3075,620.72,624.01,616.165
2014-07-11T04:00:00.000Z,616.83124,621.3075,621.4675,609.4275
2014-07-12T04:00:00.000Z,634.35749,616.83124,636.61875,613.94875
2014-07-13T04:00:00.000Z,627.69,634.35749,635.04625,625.99249
2014-07-14T04:00:00.000Z,621.42499,627.69,634.12,621.28
2014-07-15T04:00:00.000Z,618.73875,621.42499,623.24749,615.9775
2014-07-16T04:00:00.000Z,619.8075,618.73875,622.46124,617.84124
2014-07-17T04:00:00.000Z,614.68875,619.8075,620.45,612.87625
2014-07-18T04:00:00.000Z,623.49749,614.68875,627.04625,611.75
2014-07-19T04:00:00.000Z,623.99625,623.49749,628.54499,616.475
2014-07-20T04:00:00.000Z,623.00625,623.99625,626.80875,621.365
2014-07-21T04:00:00.000Z,617.96124,623.00625,623.97375,617.38375
2014-07-22T04:00:00.000Z,622.10749,617.96124,622.20624,616.73375
2014-07-23T04:00:00.000Z,618.4475,622.10749,622.49125,617.945
2014-07-24T04:00:00.000Z,617.6875,618.4475,619.92375,616.93375
2014-07-25T04:00:00.000Z,602.93125,617.6875,618.26374,591.455
2014-07-26T04:00:00.000Z,597.585,602.93125,605.98125,593.5875
2014-07-27T04:00:00.000Z,592.96375,597.585,598.15625,590.17625
2014-07-28T04:00:00.000Z,580.11,592.96375,595.87875,579.15125
2014-07-29T04:00:00.000Z,585.44875,580.11,622.93125,511.66375
2014-07-30T04:00:00.000Z,580.5175,585.44875,586.625,577.58124
2014-07-31T04:00:00.000Z,564.57,580.5175,581.28125,559.62249
2014-08-01T04:00:00.000Z,583.39,564.57,587.96,564.57
2014-08-02T04:00:00.000Z,593.80625,583.39,601.835,582.61
2014-08-03T04:00:00.000Z,581.52,593.80625,594.16875,580.22625
2014-08-04T04:00:00.000Z,585.80125,581.52,588.20375,578.20875
2014-08-05T04:00:00.000Z,582.33375,585.80125,592.83624,581.84375
2014-08-06T04:00:00.000Z,582.52125,582.33375,586.70875,579.83624
2014-08-07T04:00:00.000Z,583.62375,582.52125,586.8775,578.80125
2014-08-08T04:00:00.000Z,595.80875,583.62375,598.76874,581.7175
2014-08-09T04:00:00.000Z,585.39625,595.80875,596.385,585.23125
2014-08-10T04:00:00.000Z,586.05875,585.39625,588.99749,584.89
2014-08-11T04:00:00.000Z,588.7525,586.05875,593.6975,585.695
2014-08-12T04:00:00.000Z,566.31625,588.7525,588.7525,564.91999
2014-08-13T04:00:00.000Z,565.55125,566.31625,573.31375,562.8375
2014-08-14T04:00:00.000Z,534.54,565.55125,565.73,524.33
2014-08-15T04:00:00.000Z,511.4725,534.54,534.57875,495.26
2014-08-16T04:00:00.000Z,487.56625,511.4725,515.36,483.475
2014-08-17T04:00:00.000Z,516.62625,487.56625,522.19,484.215
2014-08-18T04:00:00.000Z,489.4675,516.62625,516.95375,482.85875
2014-08-19T04:00:00.000Z,455.91625,489.4675,491.965,435.59875
2014-08-20T04:00:00.000Z,472.91,455.91625,488.52625,455.83375
2014-08-21T04:00:00.000Z,519.015,472.91,532.7675,464.39625
2014-08-22T04:00:00.000Z,508.12875,519.015,526.78625,506.63625
2014-08-23T04:00:00.000Z,507.51,508.12875,522.19375,500.03625
2014-08-24T04:00:00.000Z,501.63125,507.51,509.285,490.61
2014-08-25T04:00:00.000Z,503.32125,501.63125,513.375,496.2525
2014-08-26T04:00:00.000Z,504.62625,503.32125,506.19875,497.67625
2014-08-27T04:00:00.000Z,513.39125,504.62625,514.85375,503.22625
2014-08-28T04:00:00.000Z,514.62375,513.39125,521.34875,509.58875
2014-08-29T04:00:00.000Z,506.025,514.62375,515.78375,505.46125
2014-08-30T04:00:00.000Z,504.70625,506.025,512.28,502.4225
2014-08-31T04:00:00.000Z,502.055,504.70625,505.585,499.49875
2014-09-01T04:00:00.000Z,474.5425,502.055,502.54375,474.09125
2014-09-02T04:00:00.000Z,477.98375,474.5425,485.94,471.12375
2014-09-03T04:00:00.000Z,476.88375,477.98375,483.305,470.88375
2014-09-04T04:00:00.000Z,475.65,476.88375,479.59875,473.87875
2014-09-05T04:00:00.000Z,485.65125,475.65,494.03625,475.10375
2014-09-06T04:00:00.000Z,480.9075,485.65125,489.5875,478.82625
2014-09-07T04:00:00.000Z,481.88375,480.9075,484.8225,479.78
2014-09-08T04:00:00.000Z,473.58625,481.88375,485.37,471.99875
2014-09-09T04:00:00.000Z,468.5775,473.58625,478.3925,464.52
2014-09-10T04:00:00.000Z,474.29125,468.5775,478.03375,464.65625
2014-09-11T04:00:00.000Z,479.4175,474.29125,487.20625,474.29125
2014-09-12T04:00:00.000Z,473.6725,479.4175,480.3975,471.16625
2014-09-13T04:00:00.000Z,471.5325,473.6725,476.02125,467.1125
2014-09-14T04:00:00.000Z,475.37875,471.5325,479.2275,470.97125
2014-09-15T04:00:00.000Z,475.02125,475.37875,477.78375,473.335
2014-09-16T04:00:00.000Z,471.08375,475.02125,476.43625,468.3875
2014-09-17T04:00:00.000Z,464.55375,471.08375,472.42125,461.65625
2014-09-18T04:00:00.000Z,449.95875,464.55375,465.32375,446.705
2014-09-19T04:00:00.000Z,425.4475,449.95875,451.36625,405.18375
2014-09-20T04:00:00.000Z,410.08,425.4475,426.48125,380.745
2014-09-21T04:00:00.000Z,405.79625,410.08,422.99125,401.93375
2014-09-22T04:00:00.000Z,399.0975,405.79625,405.79625,390.7875
2014-09-23T04:00:00.000Z,399.5025,399.0975,405.245,394.59125
2014-09-24T04:00:00.000Z,427.8125,399.5025,443.6875,391.45625
2014-09-25T04:00:00.000Z,416.12,427.8125,431.79,412.89875
2014-09-26T04:00:00.000Z,410.15,416.12,418.56,406.60125
2014-09-27T04:00:00.000Z,403.4975,410.15,411.04,396.04375
2014-09-28T04:00:00.000Z,398.84,403.4975,405.205,394.14
2014-09-29T04:00:00.000Z,377.97875,398.84,398.8675,370.05625
2014-09-30T04:00:00.000Z,376.08375,377.97875,385.71375,369.125
2014-10-01T04:00:00.000Z,387.94,376.08375,393.98,373.77625
2014-10-02T04:00:00.000Z,381.7475,387.94,390.35375,377.6
2014-10-03T04:00:00.000Z,372.0575,381.7475,382.77125,369.24875
2014-10-04T04:00:00.000Z,360.7525,372.0575,374.555,353.80125
2014-10-05T04:00:00.000Z,335.98125,360.7525,362.13,321.86375
2014-10-06T04:00:00.000Z,308.07875,335.98125,337.22375,286.36874
2014-10-07T04:00:00.000Z,337.23375,308.07875,343.51,304.6875
2014-10-08T04:00:00.000Z,326.2325,337.23375,338.76,316.71749
2014-10-09T04:00:00.000Z,351.34625,326.2325,355.73875,325.51375
2014-10-10T04:00:00.000Z,368.59625,351.34625,382.66625,347.19
2014-10-11T04:00:00.000Z,359.2025,368.59625,374.90375,351.54
2014-10-12T04:00:00.000Z,356.99875,359.2025,363.73375,350.48625
2014-10-13T04:00:00.000Z,371.15625,356.99875,377.92125,352.45375
2014-10-14T04:00:00.000Z,392.7825,371.15625,394.5675,366.7275
2014-10-15T04:00:00.000Z,396.34625,392.7825,409.73375,390.89375
2014-10-16T04:00:00.000Z,392.56625,396.34625,397.48375,386.385
2014-10-17T04:00:00.000Z,376.26875,392.56625,393.36375,369.29375
2014-10-18T04:00:00.000Z,378.675,376.26875,382.7,371.83375
2014-10-19T04:00:00.000Z,390.95875,378.675,392.87125,376.21125
2014-10-20T04:00:00.000Z,381.72375,390.95875,391.365,381.72375
